微博id,微博正文,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Gahelc2VG,"转发理由:久等了 全员回归 #极限挑战# 第四季不忘初心 一起继续奋斗吧  
原始用户: 东方卫视极限挑战
转发内容: #极限挑战#男人帮带着微笑，披着“奋斗”，踏着单车，为你而来，4月22日再次开启新一季的旅程，让我们向美好生活出发！不忘初心砥砺前行，在奋斗中成就不一样的自己。@黄渤 @黄磊微博 @羅志祥 @演员王迅 @努力努力再努力x @孙红雷  原图 ",无,2018-04-02 23:06,weibo.com,381458,1000000,214366
G9KD1cd6C,"转发理由:今晚八点在@CCTV信中国 雨花台烈士史砚芬的临别遗言字字感人 触动了我的心声 希望全民制作人和练习生们一起学习烈士们的爱国精神  
原始用户: CCTV信中国
转发内容: #CCTV信中国# 首位信使“小绵羊”张艺兴@努力努力再努力x 化身暖心大哥，现场与@朱军99 “尬聊”年轻话题，让朱军首次“哑口无言”，尽展“呆萌”属性。今晚8点@央视一套 《信中国》我们一起来看~#张艺兴信中国#  原图 ",无,2018-03-30 12:06,weibo.com,270415,1000000,215039
G92DmznTV,"转发理由:祝可爱的小公举 百天快乐 你是美好童话的开始  艺兴叔叔会好好保护你的  爱你~ 大家的工作环境都在室内 我怎么是露天的？  
原始用户: 孙红雷
转发内容: 2018年3月25日，我的女儿一百天，接受大家的祝福，礼金接受微信转账 ，收款人 ：黄磊@黄磊微博  记账人：黄渤@黄渤  司仪：猪@羅志祥  后厨：王迅@演员王迅  迎宾：张艺兴@努力努力再努力x    ",无,2018-03-25 20:06,weibo.com,417223,1000000,211757
G84E6yVCK,自从当了节目导师 很多Xback被我的严厉惊到了 哈 是时候恢复我的萌面目了 我将联手外表超萌 才艺超能的@小熊电器 为大家开一堂萌公开课 让你也和我一样爱上萌生活  想来现场的兴迷们 先考个入学试吧 #艺兴萌公开课# → http://t.cn/RnL4mha   3.25晚8点在天猫http://t.cn/RnLohhM  京东http://t.cn/RnLoPEZ   唯品会http://t.cn/RnLoPRY  也有同步直播。                  原图                             ,无,2018-03-19 11:23,weibo.com,358803,1000000,245337
G7nY5ed12,听说再不发自拍就哄不好你们了？那…白色情人节快乐～ 努力努力再努力x的秒拍视频  ,无,2018-03-14 22:44,weibo.com,438224,1000000,221885
G6LQTkKFE,哪怕只睡一小时 也要聚一小会儿 吃一小顿 聊一小会儿 #极限挑战第四季# @孙红雷  @黄渤  @黄磊微博  @演员王迅  @羅志祥  原图 ,无,2018-03-10 21:42,weibo.com,725749,1000000,189009
G6F4i7UFg,"转发理由:#中国很赞#手指舞，一起来挑战吧！为更好的自己，为更好的中国！我是张艺兴，和我一起为中国点赞！  
原始用户: 人民日报
转发内容: 张艺兴@努力努力再努力x 喊你一起来参加@人民日报 #中国很赞#手指舞挑战！ #全国两会#期间，人民日报新媒体发起众筹《中国很赞》MV，等你来接力！跟偶像同框~人民日报的秒拍视频  赞[42684] 原文转发[1302882] 原文评论[5344]转发理由:#中国很赞#手指舞，一起来挑战吧！为更好的自己，为更好的中国！我是张艺兴，和我一起为中国点",无,2018-03-10 04:26,weibo.com,307814,1000000,160669
G6qodAfeG,红花美男齐上阵  [组图共5张] 原图 ,无,2018-03-08 15:04,weibo.com,749278,1000000,187470
G6bi1y63v,谢谢 全世界最好的你们 张艺兴的大骄傲 努力努力再努力x的秒拍视频  ,无,2018-03-07 00:38,weibo.com,406887,1000000,192823
G5y8x4dMV,#厉害了我的国#  “人民有信仰，国家有力量，民族有希望！” 推荐大家去看这部电影 为新时代点赞 为中国人自豪！  [组图共9张] 原图 ,无,2018-03-02 20:57,weibo.com,431158,1000000,167778
G5frai2zL,日常想念 我回来了  原图 ,无,2018-02-28 21:21,weibo.com,880605,1000000,189975
G3OszqhKb,#牵妈妈的手# 牵妈妈的手 到处走  原图 ,无,2018-02-19 10:50,weibo.com,1222724,1000000,258664
G3Hx0d67r,"转发理由:welcome to Beijing bro  
原始用户: AlanWalker
转发内容: Dinner time with @努力努力再努力x in Beijing!  原图 ",无,2018-02-18 17:11,weibo.com,535908,312384,64952
G3Hcaz8dh,#最好的舞台# 台上balance 台下balance 哥俩一起balance #黄渤导演作品# 黄渤导演电影官微的秒拍视频  ,无,2018-02-18 16:20,weibo.com,668058,1000000,160548
G3hxxxD7G,微博动态  ,无,2018-02-15 23:01,weibo.com,571925,104521,47133
G3h8sFNRT,给大家拜年啦 祝各位 新的一年 阖家幸福安康 事业红红火火 狗年旺旺旺#张艺兴的红包# #中国赞# 努力努力再努力x  的红包  ,无,2018-02-15 22:00,weibo.com,397968,205721,33542
G3fpF0XXc,水仙花 水仙花 你们懂得的  [组图共6张] 原图 ,无,2018-02-15 17:36,weibo.com,1420199,1000000,190995
G2VvjvVeS,#春晚# 在过去的2017年我最幸福骄傲的事情是我做了很多尝试跟努力 在音乐方面有了一定的结果和成绩 我要为自己点赞你们呢 过去一年你们想为谁点赞 说说最令你们值得点赞的事情是什么 留言告诉我  给你们一个#中国赞#  [中國贊][中國贊][中國贊] 努力努力再努力x的秒拍视频  ,无,2018-02-13 14:55,weibo.com,486370,1000000,145821
G2MB7gTDi,"转发理由:谢邀～有型技能？简单！戴上雷朋 x 张艺兴合作系列，出街真·有型。祝大家#春节快乐#，新的一年继续保持#来真的# ！  
原始用户: Ray-Ban雷朋
转发内容: 新年放大招！雷朋君力邀@努力努力再努力x 给大家送上#来真的# 新春祝福，分享合作系列春夏新款的有型魅力～雷朋官方旗舰店  原图 ",无,2018-02-12 16:15,weibo.com,356398,535122,95159
G2l9dofvi,南北小年都快乐 尊敬的各位 祝大家开心 幸福每一天 而且永保年轻状态  原图 ,无,2018-02-09 18:22,weibo.com,747794,1000000,151193
G2cHdwkMt,在这里 恭祝大家～  原图 ,无,2018-02-08 20:51,weibo.com,676937,1000000,133215
G1K9GkEop,"转发理由:现实版be careful sheep in the neighborhood  
原始用户: 黄渤
转发内容: 逛蜡像馆一定要注意，因为有……出没[惊恐]@努力努力再努力x 黄渤的秒拍视频  ",无,2018-02-05 20:12,weibo.com,389569,864461,126634
G1zzi0WsK,"转发理由:群众的眼睛是雪亮的 哥 你一直是我的亲哥  
原始用户: 演员王迅
转发内容: 奋斗了半辈子，终于挤进了小鲜肉的行列！关键还有群众反映，说我越来越像艺兴的亲哥了，有那么像吗？@努力努力再努力x  [组图共6张] 原图 ",无,2018-02-04 17:14,weibo.com,368492,506199,60745
G1pemyvNZ,"转发理由:日常想念 希望每次都能带好的作品回来见何老师 查看图片  
原始用户: 何炅
转发内容: 日常拥抱。#魂穿你何系列##快乐大本营#  原图 ",无,2018-02-03 14:55,weibo.com,463213,505264,72737
G0ZR7aJkd,"转发理由:忘了 哥 我现在艺脸浩奇 哥这个（已编辑）是啥  
原始用户: 李荣浩
转发内容: 2018全新男子天团  不荣艺组合@努力努力再努力x （我俩这是看到啥了）  原图 ",无,2018-01-31 22:20,weibo.com,412391,208807,96847
G0YYJ3hvt,"转发理由:导演 既然名字没想好 那就叫处女座的Balance怎么样？  
原始用户: 黄渤
转发内容: 处女座是纠结和勇气并存的。第一次以导演的身份向大家发出邀请，谢谢你们能来有点意思的#黄渤导演作品#体验会。更要谢谢加入到这个电影的演员们。处女座的处女作，2018年，暑期见！  @舒淇 @王宝强 #张艺兴#@努力努力再努力x @于和伟 @演员王迅 @演员李勤勤 @演員李又麟  [组图共4张] 原图 ",无,2018-01-31 20:06,weibo.com,298617,435377,79912
G0QfkCXrG,我不知道我在high什么@李荣浩  老师张艺兴工作室的秒拍视频  ,无,2018-01-30 21:52,weibo.com,569149,1000000,141032
G0etWzbZc,最最珍贵的时间 就是台下练习的时间  [组图共4张] 原图 ,无,2018-01-26 21:43,weibo.com,688885,1000000,171062
G04xC3EZ0,今年春节我在“这里”过，这个地方很特别！它的饭菜不是山珍海味，却总是熟悉的味道，它的房间摆设和被褥总是散发着家的温暖。它用365天来准备，只为我偶尔停留的短短几天。#有间酒店春节免费#其实，你也一定住过。#愿旺成真#   汰渍的秒拍视频  ,无,2018-01-25 20:25,weibo.com,349377,1000000,98121
FFiiMeyV3,三胎 要来了张艺兴工作室的秒拍视频  ,无,2018-01-21 00:05,weibo.com,407609,1000000,198167
FF72TDTvK,#偶像练习生# 这个节目 汇聚了几百位工作人员和有梦想的人 没日没夜的辛勤付出与劳动 每一位导师 和我 以及幕后工作人员 都尽心尽力 我希望你们会喜欢这一档精心制作的节目 为他们喝彩 更希望 你们能陪着我们一起成长  [组图共2张] 原图 ,无,2018-01-19 19:26,weibo.com,577973,1000000,146743
FEXICp2T4,#零点行动# 零点 往往是我灵感爆发的时候 所以才有了《SHEEP》《Winter Special Gift》这些作品 梦想的路上 大家都有不易 在这里 我衷心地祝愿每个人都能成为自己人生的DIRECTOR  1月17日零点的时候 我已经在@QQ音乐 藏了一封音乐信件送给你 【链接： http://t.cn/RQXxP35 】  原图 ,无,2018-01-18 19:41,weibo.com,0,0,0
FEPCmyBSo,2012年的张艺兴 你好 我是2018年的张艺兴 今天对你来说是特殊的日子 我没忘 我想说 你17岁时的梦想 不容易…那些用汗水填满的清晨黑夜 那些努力付出没有白费呢 哈哈 你是幸运的你那时候的恐慌 失落 害怕 沮丧 胆怯 我那时候 怀疑过你 现在好像都不见了 变得不一样了 我看出来了 你把自己的每一天 填充得很满很满 日子时间过得很快很快 6年了 小兔崽子 你相信天道酬勤 你相信越努力 越幸运 我那时候 怀疑过你 现在的你 好像比我想象的要强大 你常常孤僻 一个人 你相信好人会有好报 你一直想做一个好人 你相信以心换心 可以换来真正的朋友兄弟 我那时候 怀疑过你 但现在 你的兄弟 朋友也越来越多 感情越来越深 你哭着喊着想出专辑 想把自己的音乐推向世界 豪言壮语 我那时候 怀疑过你 但是今天你在国外榜单上取得的成绩 让我感到意外你不知道 天有多高 地有多深 就敢说要保护所有喜欢你 爱你的人让他们不受伤害 其实你根本做不到可现在 我懂你 你要用你的一切的努力 做为给她们的底气 我想看看 4年后的今天 我会不会再给你写一封信你常常要聊理想 聊愿景  给自己定一个又一个的目标  你能实现么 我还是怀疑你但是希望 … 你可以 我的那个10号少年啊 你就保持着你心中的那份执拗 冲着自己的目标跑吧 我期待你给我一次又一次的惊喜 to：兴迷（X'Back）未来 我们再一起走吧 你们问我 有什么是我想要的 我说我需要你们的陪伴 虽然说各自幸福 但你们一定一定要更幸福 好吗最后 谢谢所有 才有今天的张艺兴2018.1.17正在拍摄《黄金瞳》的张艺兴                  原图                             ,无,2018-01-17 23:04,weibo.com,855976,1000000,267275
FEP7yvEUP,"转发理由:令人兴奋的阵容令人兴奋的戏 请大家兴奋地期待动次动次动动次 //@于和伟:#电视剧猎毒人# 《猎毒人》首曝海报，艰苦又令人兴奋的一部戏……  
原始用户: 新浪电视
转发内容: 由@于和伟 担纲艺术总监并领衔主演，天毅执导的犯罪题材剧《猎毒人》（原名：绝不放手）首曝""深渊版""概念海报！“当你凝视深渊时，深渊也在凝视你！”目测是一部悬疑大戏！ 该剧投资1.8亿，跨4国拍摄，实力演员云集，你能从工作照里找出@吴秀波 @徐峥 吗？《猎毒人》首曝于和伟海报  [组图共8张] 原图 ",无,2018-01-17 21:48,weibo.com,192597,70983,19536
FELhUlW1v,#融情妙卡说# 每一份礼物的背后 都有一个融情的故事[紫心]春节将至 一起用妙卡礼盒晒出自己的融情故事吧[眨眼][眨眼]现在行动 就有机会在1月22日来到见面会现场 和我@Milka妙卡 一起分享融情🤗🤗🤗【传送门】http://t.cn/RQ6wIo8  视频链接: Milka妙卡的秒拍视频  ,无,2018-01-17 12:02,weibo.com,255100,1000000,129139
FEvPz7njT,"转发理由:爱 一切如你  
原始用户: 一切如你官微
转发内容: #公益电影《我在你身边》#由@中视协演员工作委员会 联合@中影股份 共同出品的公益电影《我在你身边》，今日，全国首发主题曲《一切如你》。该片集合于蓝、秦怡、于洋、田华、谢芳等16位德高望重的老艺术家，以及奚美娟，刘佩琦，@演员侯勇，@翟天临，张艺兴@努力努力再努力x 等16位中青年优秀演员联袂出演。以“敬老、爱老、乐老”为主题，暖心呈现。春节将至，让我，陪在你身边！ 我在你身边官博的秒拍视频                     ",无,2018-01-15 20:41,weibo.com,241398,1000000,104580
FDuyOaX4p,独角戏-张艺兴  长夜漫漫 无心睡眠 这首歌 真的 好听 DJ张 推荐  原图 ,无,2018-01-09 03:37,weibo.com,417374,1000000,273201
FDpoa5dj3,"转发理由:不是 师父 你别听她们瞎说 她们肯定是想看你倒是 师父你 这条微博 我觉得 也是想我了吧 查看图片  
原始用户: 黄磊微博
转发内容: 我刚到虹桥机场就有一群粉丝上来接机拍照，孩子们冲我喊师父，我一想应该是艺兴的粉丝，我就问，你们都是艺兴的粉丝，怎么来接我呢？几个耿直的姑娘说，看不到艺兴，看看你也行啊…… @努力努力再努力x 上海·虹桥机场  ",无,2018-01-08 14:27,weibo.com,328079,382210,109706
FCkoJkkf4,"转发理由:2018年的 第一条祝福新年快乐喔 🐖[绵羊]  
原始用户: 羅志祥
转发内容: 2018 第一條微博 🐖豬羊[绵羊]組合@努力努力再努力x  原图 ",无,2018-01-01 11:54,weibo.com,473613,268110,177501
FCftJziQC,新年快乐 明年见咯张艺兴工作室的秒拍视频  ,无,2017-12-31 23:23,weibo.com,550333,1000000,205400
FBLxnb6WG,"转发理由:未来一起努力 共筑盛世大明 我是朱祁镇 请多指教  
原始用户: 大明风华
转发内容: #张艺兴大明皇妃# 璞玉浑金，渡尽劫波。英宗一生，用魅力征服手下，甚至征服敌人。做皇帝，他经历过大起大落，但终其一生，却是一个真正的好人。朱祁镇由张艺兴@努力努力再努力x 饰演，可谓完美。舞台上魅力无限，综艺中温柔善良。柔中带刚，不二人选。  原图 ",无,2017-12-28 19:09,weibo.com,249923,1000000,124953
